id,chapter,end_time,number,page,publication.id,resource.id,start_time,text,uri
f-d56ab6dd-432,,,,,d56ab6dd,HVT-2397,,,https://fortunoff.aviaryplatform.com/r/dz02z12w2x
f-d56ab6dd-433,,,,,d56ab6dd,HVT-2461,,,https://fortunoff.aviaryplatform.com/r/bk16m3379m
f-d56ab6dd-434,,,,,d56ab6dd,HVT-2521,,,https://fortunoff.aviaryplatform.com/r/zk55d8nv3g
f-d56ab6dd-435,,,,,d56ab6dd,HVT-2575,,,https://fortunoff.aviaryplatform.com/r/rn3028pr8r
f-d56ab6dd-436,,,,,d56ab6dd,HVT-2696,,,https://fortunoff.aviaryplatform.com/r/3775t3g14n
f-d56ab6dd-437,,,,,d56ab6dd,HVT-2744,,,https://fortunoff.aviaryplatform.com/r/r785h7c49b
f-d56ab6dd-438,,,,,d56ab6dd,HVT-2747,,,https://fortunoff.aviaryplatform.com/r/sx6445hq8f
f-d56ab6dd-439,,,,,d56ab6dd,HVT-2816,,,https://fortunoff.aviaryplatform.com/r/f47gq6r634
f-d56ab6dd-440,,,,,d56ab6dd,HVT-2831,,,https://fortunoff.aviaryplatform.com/r/fj29882s6q
f-d56ab6dd-441,,,,,d56ab6dd,HVT-2832,,,https://fortunoff.aviaryplatform.com/r/gm81j97f9c
f-d56ab6dd-442,,,,,d56ab6dd,HVT-2879,,,https://fortunoff.aviaryplatform.com/r/zw18k75b09
f-d56ab6dd-443,,,,,d56ab6dd,HVT-2887,,,https://fortunoff.aviaryplatform.com/r/np1wd3q632
f-d56ab6dd-444,,,,,d56ab6dd,HVT-2903,,,https://fortunoff.aviaryplatform.com/r/nc5s756r43
f-d56ab6dd-445,,,,,d56ab6dd,HVT-2913,,,https://fortunoff.aviaryplatform.com/r/610vq2s83f
f-d56ab6dd-446,,,,,d56ab6dd,HVT-2914,,,https://fortunoff.aviaryplatform.com/r/6688g8fk50
f-d56ab6dd-447,,,,,d56ab6dd,HVT-2928,,,https://fortunoff.aviaryplatform.com/r/ht2g737937
f-d56ab6dd-448,,,,,d56ab6dd,HVT-2929,,,https://fortunoff.aviaryplatform.com/r/k35m90286w
f-d56ab6dd-449,,,,,d56ab6dd,HVT-2942,,,https://fortunoff.aviaryplatform.com/r/2z12n4zk5g
f-d56ab6dd-450,,,,,d56ab6dd,HVT-2955,,,https://fortunoff.aviaryplatform.com/r/6688g8fk69
f-d56ab6dd-451,,,,,d56ab6dd,HVT-2956,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g43q
f-d56ab6dd-452,,,,,d56ab6dd,HVT-2958,,,https://fortunoff.aviaryplatform.com/r/nk3610w19g
f-d56ab6dd-453,,,,,d56ab6dd,HVT-3036,,,https://fortunoff.aviaryplatform.com/r/k35m902876
f-d56ab6dd-454,,,,,d56ab6dd,HVT-3077,,,https://fortunoff.aviaryplatform.com/r/js9h41js8q
f-d56ab6dd-455,,,,,d56ab6dd,HVT-3106,,,https://fortunoff.aviaryplatform.com/r/x639z90r3k
f-d56ab6dd-456,,,,,d56ab6dd,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-d56ab6dd-457,,,,,d56ab6dd,HVT-3153,,,https://fortunoff.aviaryplatform.com/r/tb0xp6vb58
f-d56ab6dd-458,,,,,d56ab6dd,HVT-3175,,,https://fortunoff.aviaryplatform.com/r/nc5s756r71
f-d56ab6dd-459,,,,,d56ab6dd,HVT-3177,,,https://fortunoff.aviaryplatform.com/r/fx73t9dd1z
f-d56ab6dd-460,,,,,d56ab6dd,HVT-3180,,,https://fortunoff.aviaryplatform.com/r/qz22b8vp77
f-d56ab6dd-461,,,,,d56ab6dd,HVT-3199,,,https://fortunoff.aviaryplatform.com/r/j38kd1qq6x
f-d56ab6dd-462,,,,,d56ab6dd,HVT-3218,,,https://fortunoff.aviaryplatform.com/r/6h4cn6z10q
f-d56ab6dd-463,,,,,d56ab6dd,HVT-3249,,,https://fortunoff.aviaryplatform.com/r/gm81j97g15
f-d56ab6dd-464,,,,,d56ab6dd,HVT-3380,,,https://fortunoff.aviaryplatform.com/r/tm71v5bs76
f-d56ab6dd-465,,,,,d56ab6dd,HVT-3438,,,https://fortunoff.aviaryplatform.com/r/hx15m62g3s
f-d56ab6dd-466,,,,,d56ab6dd,HVT-3496,,,https://fortunoff.aviaryplatform.com/r/h41jh3d75p
f-d56ab6dd-467,,,,,d56ab6dd,HVT-3560,,,https://fortunoff.aviaryplatform.com/r/kd1qf8jq9r
f-d56ab6dd-468,,,,,d56ab6dd,HVT-3593,,,https://fortunoff.aviaryplatform.com/r/3n20c4sn1f
f-d56ab6dd-469,,,,,d56ab6dd,HVT-3594,,,https://fortunoff.aviaryplatform.com/r/z02z31p00k
f-d56ab6dd-470,,,,,d56ab6dd,HVT-3595,,,https://fortunoff.aviaryplatform.com/r/7p8tb0xv16
f-d56ab6dd-471,,,,,d56ab6dd,HVT-3597,,,https://fortunoff.aviaryplatform.com/r/j38kd1qr0b
f-d56ab6dd-472,,,,,d56ab6dd,HVT-3601,,,https://fortunoff.aviaryplatform.com/r/6q1sf2mb4x
f-d56ab6dd-473,,,,,d56ab6dd,HVT-3609,,,https://fortunoff.aviaryplatform.com/r/q814m91n1p
f-d56ab6dd-474,,,,,d56ab6dd,HVT-3613,,,https://fortunoff.aviaryplatform.com/r/w08w950x4k
f-d56ab6dd-475,,,,,d56ab6dd,HVT-3614,,,https://fortunoff.aviaryplatform.com/r/348gf0mw9p
f-d56ab6dd-476,,,,,d56ab6dd,HVT-3616,,,https://fortunoff.aviaryplatform.com/r/2804x54h46
f-d56ab6dd-477,,,,,d56ab6dd,HVT-3617,,,https://fortunoff.aviaryplatform.com/r/m03xs5jn12
f-d56ab6dd-478,,,,,d56ab6dd,HVT-3619,,,https://fortunoff.aviaryplatform.com/r/930ns0m01r
f-d56ab6dd-479,,,,,d56ab6dd,HVT-3620,,,https://fortunoff.aviaryplatform.com/r/348gf0mx05
f-d56ab6dd-480,,,,,d56ab6dd,HVT-3621,,,https://fortunoff.aviaryplatform.com/r/bg2h708381
f-d56ab6dd-481,,,,,d56ab6dd,HVT-3639,,,https://fortunoff.aviaryplatform.com/r/8p5v698b90
f-d56ab6dd-482,,,,,d56ab6dd,HVT-3642,,,https://fortunoff.aviaryplatform.com/r/513tt4fq87
f-d56ab6dd-483,,,,,d56ab6dd,HVT-3648,,,https://fortunoff.aviaryplatform.com/r/ft8df6k84m
f-d56ab6dd-484,,,,,d56ab6dd,HVT-3833,,,https://fortunoff.aviaryplatform.com/r/8s4jm23h71
f-b2d76fc9-485,,,,,b2d76fc9,HVT-3496,,,https://fortunoff.aviaryplatform.com/r/h41jh3d75p
f-a73f81fa-486,,,,,a73f81fa,HVT-0086,,,https://fortunoff.aviaryplatform.com/r/3775t3g02r
f-a73f81fa-487,,,,,a73f81fa,HVT-0087,,,https://fortunoff.aviaryplatform.com/r/pk06w96j2h
f-a73f81fa-488,,,,,a73f81fa,HVT-0098,,,https://fortunoff.aviaryplatform.com/r/sb3ws8hs46
f-a73f81fa-489,,,,,a73f81fa,HVT-0121,,,https://fortunoff.aviaryplatform.com/r/3n20c4sk82
f-a73f81fa-490,,,,,a73f81fa,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-a73f81fa-491,,,,,a73f81fa,HVT-0186,,,https://fortunoff.aviaryplatform.com/r/tq5r785x1n
f-a73f81fa-492,,,,,a73f81fa,HVT-0189,,,https://fortunoff.aviaryplatform.com/r/tq5r785x2z
f-a73f81fa-493,,,,,a73f81fa,HVT-0403,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc4m
f-a73f81fa-494,,,,,a73f81fa,HVT-0429,,,https://fortunoff.aviaryplatform.com/r/4t6f18sd72
f-a73f81fa-495,,,,,a73f81fa,HVT-0430,,,https://fortunoff.aviaryplatform.com/r/9z9086398g
f-a73f81fa-496,,,,,a73f81fa,HVT-0433,,,https://fortunoff.aviaryplatform.com/r/5d8nc5sb0p
f-a73f81fa-497,,,,,a73f81fa,HVT-0445,,,https://fortunoff.aviaryplatform.com/r/fq9q23r29b
f-a73f81fa-498,,,,,a73f81fa,HVT-0463,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xj7r
f-a73f81fa-499,,,,,a73f81fa,HVT-0521,,,https://fortunoff.aviaryplatform.com/r/k93125qj1t
f-a73f81fa-500,,,,,a73f81fa,HVT-0588,,,https://fortunoff.aviaryplatform.com/r/np1wd3q56q
f-a73f81fa-501,,,,,a73f81fa,HVT-0688,,,https://fortunoff.aviaryplatform.com/r/zp3vt1h05m
f-a73f81fa-502,,,,,a73f81fa,HVT-0737,,,https://fortunoff.aviaryplatform.com/r/tb0xp6v98x
f-a73f81fa-503,,,,,a73f81fa,HVT-0801,,,https://fortunoff.aviaryplatform.com/r/d50ft8dn4q
f-a73f81fa-504,,,,,a73f81fa,HVT-0890,,,https://fortunoff.aviaryplatform.com/r/zc7rn30h99
f-a73f81fa-505,,,,,a73f81fa,HVT-0945,,,https://fortunoff.aviaryplatform.com/r/639k35md2h
f-a73f81fa-506,,,,,a73f81fa,HVT-0947,,,https://fortunoff.aviaryplatform.com/r/9882j6882q
f-a73f81fa-507,,,,,a73f81fa,HVT-1047,,,https://fortunoff.aviaryplatform.com/r/z60bv7b715
f-a73f81fa-508,,,,,a73f81fa,HVT-1078,,,https://fortunoff.aviaryplatform.com/r/1z41r6n13b
f-a73f81fa-509,,,,,a73f81fa,HVT-1095,,,https://fortunoff.aviaryplatform.com/r/dv1cj87q28
f-a73f81fa-510,,,,,a73f81fa,HVT-1118,,,https://fortunoff.aviaryplatform.com/r/8c9r20rw5c
f-a73f81fa-511,,,,,a73f81fa,HVT-1142,,,https://fortunoff.aviaryplatform.com/r/vm42r3p93f
f-a73f81fa-512,,,,,a73f81fa,HVT-1230,,,https://fortunoff.aviaryplatform.com/r/6w96688m5w
f-a73f81fa-513,,,,,a73f81fa,HVT-1246,,,https://fortunoff.aviaryplatform.com/r/cf9j38km0n
f-a73f81fa-514,,,,,a73f81fa,HVT-1250,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g34r
f-a73f81fa-515,,,,,a73f81fa,HVT-1287,,,https://fortunoff.aviaryplatform.com/r/5x2599z345
f-a73f81fa-516,,,,,a73f81fa,HVT-1327,,,https://fortunoff.aviaryplatform.com/r/gx44q7qx16
f-a73f81fa-517,,,,,a73f81fa,HVT-1336,,,https://fortunoff.aviaryplatform.com/r/mk6542jj0g
f-a73f81fa-518,,,,,a73f81fa,HVT-1381,,,https://fortunoff.aviaryplatform.com/r/rb6vx0689m
f-a73f81fa-519,,,,,a73f81fa,HVT-1430,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc4x
f-a73f81fa-520,,,,,a73f81fa,HVT-1447,,,https://fortunoff.aviaryplatform.com/r/xp6tx35g82
f-a73f81fa-521,,,,,a73f81fa,HVT-1516,,,https://fortunoff.aviaryplatform.com/r/wm13n20t0z
f-a73f81fa-522,,,,,a73f81fa,HVT-1546,,,https://fortunoff.aviaryplatform.com/r/h41jh3d671
f-a73f81fa-523,,,,,a73f81fa,HVT-1595,,,https://fortunoff.aviaryplatform.com/r/z60bv7b73s
f-a73f81fa-524,,,,,a73f81fa,HVT-1678,,,https://fortunoff.aviaryplatform.com/r/4f1mg7ft7d
f-a73f81fa-525,,,,,a73f81fa,HVT-1696,,,https://fortunoff.aviaryplatform.com/r/w950g3hc11
f-a73f81fa-526,,,,,a73f81fa,HVT-1703,,,https://fortunoff.aviaryplatform.com/r/3j3901zf7g
f-a73f81fa-527,,,,,a73f81fa,HVT-1737,,,https://fortunoff.aviaryplatform.com/r/hm52f7k066
f-a73f81fa-528,,,,,a73f81fa,HVT-1786,,,https://fortunoff.aviaryplatform.com/r/0k2696zx06
f-a73f81fa-529,,,,,a73f81fa,HVT-1822,,,https://fortunoff.aviaryplatform.com/r/ns0ks6jb96
f-a73f81fa-530,,,,,a73f81fa,HVT-1831,,,https://fortunoff.aviaryplatform.com/r/xp6tx35h0v
f-a73f81fa-531,,,,,a73f81fa,HVT-1832,,,https://fortunoff.aviaryplatform.com/r/qn5z60c71b
f-a73f81fa-532,,,,,a73f81fa,HVT-1842,,,https://fortunoff.aviaryplatform.com/r/jw86h4cz3q
f-a73f81fa-533,,,,,a73f81fa,HVT-1874,,,https://fortunoff.aviaryplatform.com/r/222r49g56m
f-a73f81fa-534,,,,,a73f81fa,HVT-1876,,,https://fortunoff.aviaryplatform.com/r/m32n58cr8c
f-a73f81fa-535,,,,,a73f81fa,HVT-1928,,,https://fortunoff.aviaryplatform.com/r/jq0sq8qn59
f-a73f81fa-536,,,,,a73f81fa,HVT-1947,,,https://fortunoff.aviaryplatform.com/r/4b2x34mp5h
f-a73f81fa-537,,,,,a73f81fa,HVT-2016,,,https://fortunoff.aviaryplatform.com/r/dr2p55dk5x
f-a73f81fa-538,,,,,a73f81fa,HVT-2077,,,https://fortunoff.aviaryplatform.com/r/fb4wh2dg8c
f-a73f81fa-539,,,,,a73f81fa,HVT-2236,,,https://fortunoff.aviaryplatform.com/r/dz02z12w09
f-a73f81fa-540,,,,,a73f81fa,HVT-2303,,,https://fortunoff.aviaryplatform.com/r/hh6c24qt53
f-a73f81fa-541,,,,,a73f81fa,HVT-2397,,,https://fortunoff.aviaryplatform.com/r/dz02z12w2x
f-a73f81fa-542,,,,,a73f81fa,HVT-2461,,,https://fortunoff.aviaryplatform.com/r/bk16m3379m
f-a73f81fa-543,,,,,a73f81fa,HVT-2521,,,https://fortunoff.aviaryplatform.com/r/zk55d8nv3g
f-a73f81fa-544,,,,,a73f81fa,HVT-2575,,,https://fortunoff.aviaryplatform.com/r/rn3028pr8r
f-a73f81fa-545,,,,,a73f81fa,HVT-2696,,,https://fortunoff.aviaryplatform.com/r/3775t3g14n
f-a73f81fa-546,,,,,a73f81fa,HVT-2744,,,https://fortunoff.aviaryplatform.com/r/r785h7c49b
f-a73f81fa-547,,,,,a73f81fa,HVT-2747,,,https://fortunoff.aviaryplatform.com/r/sx6445hq8f
f-a73f81fa-548,,,,,a73f81fa,HVT-2816,,,https://fortunoff.aviaryplatform.com/r/f47gq6r634
f-a73f81fa-549,,,,,a73f81fa,HVT-2831,,,https://fortunoff.aviaryplatform.com/r/fj29882s6q
f-a73f81fa-550,,,,,a73f81fa,HVT-2832,,,https://fortunoff.aviaryplatform.com/r/gm81j97f9c
f-a73f81fa-551,,,,,a73f81fa,HVT-2879,,,https://fortunoff.aviaryplatform.com/r/zw18k75b09
f-a73f81fa-552,,,,,a73f81fa,HVT-2887,,,https://fortunoff.aviaryplatform.com/r/np1wd3q632
f-a73f81fa-553,,,,,a73f81fa,HVT-2903,,,https://fortunoff.aviaryplatform.com/r/nc5s756r43
f-a73f81fa-554,,,,,a73f81fa,HVT-2913,,,https://fortunoff.aviaryplatform.com/r/610vq2s83f
f-a73f81fa-555,,,,,a73f81fa,HVT-2914,,,https://fortunoff.aviaryplatform.com/r/6688g8fk50
f-a73f81fa-556,,,,,a73f81fa,HVT-2928,,,https://fortunoff.aviaryplatform.com/r/ht2g737937
f-a73f81fa-557,,,,,a73f81fa,HVT-2929,,,https://fortunoff.aviaryplatform.com/r/k35m90286w
f-a73f81fa-558,,,,,a73f81fa,HVT-2942,,,https://fortunoff.aviaryplatform.com/r/2z12n4zk5g
f-a73f81fa-559,,,,,a73f81fa,HVT-2955,,,https://fortunoff.aviaryplatform.com/r/6688g8fk69
f-a73f81fa-560,,,,,a73f81fa,HVT-2956,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g43q
f-a73f81fa-561,,,,,a73f81fa,HVT-2958,,,https://fortunoff.aviaryplatform.com/r/nk3610w19g
f-a73f81fa-562,,,,,a73f81fa,HVT-3036,,,https://fortunoff.aviaryplatform.com/r/k35m902876
f-a73f81fa-563,,,,,a73f81fa,HVT-3077,,,https://fortunoff.aviaryplatform.com/r/js9h41js8q
f-a73f81fa-564,,,,,a73f81fa,HVT-3106,,,https://fortunoff.aviaryplatform.com/r/x639z90r3k
f-a73f81fa-565,,,,,a73f81fa,HVT-3131,,,https://fortunoff.aviaryplatform.com/r/ks6j09wb44
f-a73f81fa-566,,,,,a73f81fa,HVT-3153,,,https://fortunoff.aviaryplatform.com/r/tb0xp6vb58
f-a73f81fa-567,,,,,a73f81fa,HVT-3175,,,https://fortunoff.aviaryplatform.com/r/nc5s756r71
f-a73f81fa-568,,,,,a73f81fa,HVT-3177,,,https://fortunoff.aviaryplatform.com/r/fx73t9dd1z
f-a73f81fa-569,,,,,a73f81fa,HVT-3180,,,https://fortunoff.aviaryplatform.com/r/qz22b8vp77
f-a73f81fa-570,,,,,a73f81fa,HVT-3199,,,https://fortunoff.aviaryplatform.com/r/j38kd1qq6x
f-a73f81fa-571,,,,,a73f81fa,HVT-3218,,,https://fortunoff.aviaryplatform.com/r/6h4cn6z10q
f-a73f81fa-572,,,,,a73f81fa,HVT-3249,,,https://fortunoff.aviaryplatform.com/r/gm81j97g15
f-a73f81fa-573,,,,,a73f81fa,HVT-3380,,,https://fortunoff.aviaryplatform.com/r/tm71v5bs76
f-a73f81fa-574,,,,,a73f81fa,HVT-3438,,,https://fortunoff.aviaryplatform.com/r/hx15m62g3s
f-a73f81fa-575,,,,,a73f81fa,HVT-3496,,,https://fortunoff.aviaryplatform.com/r/h41jh3d75p
f-a73f81fa-576,,,,,a73f81fa,HVT-3560,,,https://fortunoff.aviaryplatform.com/r/kd1qf8jq9r
f-a73f81fa-577,,,,,a73f81fa,HVT-3593,,,https://fortunoff.aviaryplatform.com/r/3n20c4sn1f
f-a73f81fa-578,,,,,a73f81fa,HVT-3594,,,https://fortunoff.aviaryplatform.com/r/z02z31p00k
f-a73f81fa-579,,,,,a73f81fa,HVT-3595,,,https://fortunoff.aviaryplatform.com/r/7p8tb0xv16
f-a73f81fa-580,,,,,a73f81fa,HVT-3597,,,https://fortunoff.aviaryplatform.com/r/j38kd1qr0b
f-a73f81fa-581,,,,,a73f81fa,HVT-3601,,,https://fortunoff.aviaryplatform.com/r/6q1sf2mb4x
f-a73f81fa-582,,,,,a73f81fa,HVT-3609,,,https://fortunoff.aviaryplatform.com/r/q814m91n1p
f-a73f81fa-583,,,,,a73f81fa,HVT-3613,,,https://fortunoff.aviaryplatform.com/r/w08w950x4k
f-a73f81fa-584,,,,,a73f81fa,HVT-3614,,,https://fortunoff.aviaryplatform.com/r/348gf0mw9p
f-a73f81fa-585,,,,,a73f81fa,HVT-3616,,,https://fortunoff.aviaryplatform.com/r/2804x54h46
f-a73f81fa-586,,,,,a73f81fa,HVT-3617,,,https://fortunoff.aviaryplatform.com/r/m03xs5jn12
f-a73f81fa-587,,,,,a73f81fa,HVT-3619,,,https://fortunoff.aviaryplatform.com/r/930ns0m01r
f-a73f81fa-588,,,,,a73f81fa,HVT-3620,,,https://fortunoff.aviaryplatform.com/r/348gf0mx05
f-a73f81fa-589,,,,,a73f81fa,HVT-3621,,,https://fortunoff.aviaryplatform.com/r/bg2h708381
f-a73f81fa-590,,,,,a73f81fa,HVT-3639,,,https://fortunoff.aviaryplatform.com/r/8p5v698b90
f-a73f81fa-591,,,,,a73f81fa,HVT-3642,,,https://fortunoff.aviaryplatform.com/r/513tt4fq87
f-a73f81fa-592,,,,,a73f81fa,HVT-3648,,,https://fortunoff.aviaryplatform.com/r/ft8df6k84m
f-a73f81fa-593,,,,,a73f81fa,HVT-3833,,,https://fortunoff.aviaryplatform.com/r/8s4jm23h71
f-0b2e2eaa-594,,,,,0b2e2eaa,HVT-0658,,,https://fortunoff.aviaryplatform.com/r/gf0ms3k49f
f-0b2e2eaa-595,,,,,0b2e2eaa,HVT-0766,,,https://fortunoff.aviaryplatform.com/r/6t0gt5fg0z
f-0b2e2eaa-596,,,,,0b2e2eaa,HVT-0845,,,https://fortunoff.aviaryplatform.com/r/9882j6881d
f-0b2e2eaa-597,,,,,0b2e2eaa,HVT-1554,,,https://fortunoff.aviaryplatform.com/r/t14th8bw0f
f-0b2e2eaa-598,,,,,0b2e2eaa,HVT-1709,,,https://fortunoff.aviaryplatform.com/r/9k45q4rq5p
f-0b2e2eaa-599,,,,,0b2e2eaa,HVT-1723,,,https://fortunoff.aviaryplatform.com/r/5m6251fp01
f-0b2e2eaa-600,,,,,0b2e2eaa,HVT-1734,,,https://fortunoff.aviaryplatform.com/r/9z90863b5t
f-0b2e2eaa-601,,,,,0b2e2eaa,HVT-1799,,,https://fortunoff.aviaryplatform.com/r/tq5r785x8t
f-0b2e2eaa-602,,,,,0b2e2eaa,HVT-2048,,,https://fortunoff.aviaryplatform.com/r/zk55d8nv1v
f-0b2e2eaa-603,,,,,0b2e2eaa,HVT-2074,,,https://fortunoff.aviaryplatform.com/r/cj87h1ds09
f-0b2e2eaa-604,,,,,0b2e2eaa,HVT-2644,,,https://fortunoff.aviaryplatform.com/r/wh2d795n8s
f-0b2e2eaa-605,,,,,0b2e2eaa,HVT-2946,,,https://fortunoff.aviaryplatform.com/r/pv6b27q16d
f-0b2e2eaa-606,,,,,0b2e2eaa,HVT-3029,,,https://fortunoff.aviaryplatform.com/r/639k35md6r
f-0b2e2eaa-607,,,,,0b2e2eaa,HVT-3093,,,https://fortunoff.aviaryplatform.com/r/c824b2x989
f-2d59fb20-608,,,,,2d59fb20,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-2d59fb20-609,,,,,2d59fb20,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-c0fed7b9-610,,,,,c0fed7b9,HVT-0668,,,https://fortunoff.aviaryplatform.com/r/gh9b56d937
f-c0fed7b9-611,,,,,c0fed7b9,HVT-0662,,,https://fortunoff.aviaryplatform.com/r/9w08w3853j
f-80f70f30-612,,,,,80f70f30,HVT-1300,,,https://fortunoff.aviaryplatform.com/r/r49g44j008
f-80f70f30-613,,,,,80f70f30,HVT-1217,,,https://fortunoff.aviaryplatform.com/r/x921c1tv85
f-80f70f30-614,,,,,80f70f30,HVT-1903,,,https://fortunoff.aviaryplatform.com/r/jw86h4cz41
f-80f70f30-615,,,,,80f70f30,HVT-1801,,,https://fortunoff.aviaryplatform.com/r/4b2x34mp46
f-80f70f30-616,,,,,80f70f30,HVT-1938,,,https://fortunoff.aviaryplatform.com/r/v40js9hj62
f-80f70f30-617,,,,,80f70f30,HVT-2808,,,https://fortunoff.aviaryplatform.com/r/wp9t14tz76
f-ac69a8ff-618,,,,,ac69a8ff,HVT-2679,,,https://fortunoff.aviaryplatform.com/r/5h7br8mh63
f-2cd89676-619,,,,,2cd89676,HVT-2679,,,https://fortunoff.aviaryplatform.com/r/5h7br8mh63
f-c4d367dc-620,,,,,c4d367dc,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-c4d367dc-621,,,,,c4d367dc,HVT-0066,,,https://fortunoff.aviaryplatform.com/r/jw86h4cx6c
f-c4d367dc-622,,,,,c4d367dc,HVT-0295,,,https://fortunoff.aviaryplatform.com/r/jd4pk07553
f-c4d367dc-623,,,,,c4d367dc,HVT-0058,,,https://fortunoff.aviaryplatform.com/r/cz3222rb4z
f-c4d367dc-624,,,,,c4d367dc,HVT-8061,,,https://fortunoff.aviaryplatform.com/r/z60bv7b88m
f-d79fc931-625,,,,,d79fc931,HVT-1681,,,https://fortunoff.aviaryplatform.com/r/p55db7vz04
f-d79fc931-626,,,,,d79fc931,HVT-1014,,,https://fortunoff.aviaryplatform.com/r/ng4gm81w1f
f-d79fc931-627,,,,,d79fc931,HVT-3104,,,https://fortunoff.aviaryplatform.com/r/3j3901zg3h
f-90cb6d73-628,,,,,90cb6d73,HVT-1098,,,https://fortunoff.aviaryplatform.com/r/mw2891202k
f-90cb6d73-629,,,,,90cb6d73,HVT-1099,,,https://fortunoff.aviaryplatform.com/r/sq8qb9vd44
f-90cb6d73-630,,,,,90cb6d73,HVT-1930,,,https://fortunoff.aviaryplatform.com/r/dr2p55dk39
f-90cb6d73-631,,,,,90cb6d73,HVT-0274,,,https://fortunoff.aviaryplatform.com/r/0c4sj19k61
f-90cb6d73-632,,,,,90cb6d73,HVT-2891,,,https://fortunoff.aviaryplatform.com/r/3r0pr7mr8h
f-90cb6d73-633,,,,,90cb6d73,HVT-4340,,,https://fortunoff.aviaryplatform.com/r/n872v2ck8r
f-01215645-634,,,,,01215645,HVT-4340,,,https://fortunoff.aviaryplatform.com/r/n872v2ck8r
f-01215645-635,,,,,01215645,HVT-1098,,,https://fortunoff.aviaryplatform.com/r/mw2891202k
f-01215645-636,,,,,01215645,HVT-1930,,,https://fortunoff.aviaryplatform.com/r/dr2p55dk39
f-01215645-637,,,,,01215645,HVT-0274,,,https://fortunoff.aviaryplatform.com/r/0c4sj19k61
f-01215645-638,,,,,01215645,HVT-2891,,,https://fortunoff.aviaryplatform.com/r/3r0pr7mr8h
f-01215645-639,,,,,01215645,HVT-2010,,,https://fortunoff.aviaryplatform.com/r/vd6nz8109f
f-fbfe87f8-640,,,,,fbfe87f8,HVT-0191,,,https://fortunoff.aviaryplatform.com/r/s17sn01b2n
f-b97b0d38-641,,,,,b97b0d38,HVT-0788,,,https://fortunoff.aviaryplatform.com/r/3x83j39209
f-bbc3ebf7-642,,,,,bbc3ebf7,HVT-0777,,,https://fortunoff.aviaryplatform.com/r/v69862bp29
f-667a26bd-643,,,,,667a26bd,HVT-2165,,,https://fortunoff.aviaryplatform.com/r/qb9v11vs0j
f-667a26bd-644,,,,,667a26bd,HVT-1497,,,https://fortunoff.aviaryplatform.com/r/zs2k64b48z
f-667a26bd-645,,,,,667a26bd,HVT-1332,,,https://fortunoff.aviaryplatform.com/r/zs2k64b47n
f-667a26bd-646,,,,,667a26bd,HVT-2826,,,https://fortunoff.aviaryplatform.com/r/vh5cc0v52v
f-667a26bd-647,,,,,667a26bd,HVT-2667,,,https://fortunoff.aviaryplatform.com/r/9s1kh0f15w
f-667a26bd-648,,,,,667a26bd,HVT-2827,,,https://fortunoff.aviaryplatform.com/r/8g8ff3m20m
f-667a26bd-649,,,,,667a26bd,HVT-3221,,,https://fortunoff.aviaryplatform.com/r/7d2q52fc9d
f-667a26bd-650,,,,,667a26bd,HVT-3469,,,https://fortunoff.aviaryplatform.com/r/3t9d50fz2p
f-667a26bd-651,,,,,667a26bd,HVT-3452,,,https://fortunoff.aviaryplatform.com/r/9882j6894m
f-667a26bd-652,,,,,667a26bd,HVT-2100,,,https://fortunoff.aviaryplatform.com/r/vq2s46hg03
f-0d961906-653,,,,,0d961906,HVT-0668,,,https://fortunoff.aviaryplatform.com/r/gh9b56d937
f-182451d6-654,,,,,182451d6,HVT-0306,,,https://fortunoff.aviaryplatform.com/r/w37kp7v195
f-182451d6-655,,,,,182451d6,HVT-1115,,,https://fortunoff.aviaryplatform.com/r/f76639k994
f-182451d6-656,,,,,182451d6,HVT-1114,,,https://fortunoff.aviaryplatform.com/r/vm42r3p924
f-182451d6-657,,,,,182451d6,HVT-0107,,,https://fortunoff.aviaryplatform.com/r/c53dz03438
f-182451d6-658,,,,,182451d6,HVT-1150,,,https://fortunoff.aviaryplatform.com/r/dv1cj87q3k
f-182451d6-659,,,,,182451d6,HVT-1984,,,https://fortunoff.aviaryplatform.com/r/zp3vt1h10b
f-182451d6-660,,,,,182451d6,HVT-1312,,,https://fortunoff.aviaryplatform.com/r/8c9r20rw70
f-180d7767-661,,,,,180d7767,HVT-0635,,,https://fortunoff.aviaryplatform.com/r/p843r0q359
f-180d7767-662,,,,,180d7767,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-180d7767-663,,,,,180d7767,HVT-0623,,,https://fortunoff.aviaryplatform.com/r/pz51g0j49f
