id,chapter,end_time,number,page,publication.id,resource.id,start_time,text,uri
f-f1cab7b5-192,,,,,f1cab7b5,HVT-1305,,,https://fortunoff.aviaryplatform.com/r/rf5k931f1t
f-f1cab7b5-193,,,,,f1cab7b5,HVT-2211,,,https://fortunoff.aviaryplatform.com/r/ws8hd7p39b
f-f1cab7b5-194,,,,,f1cab7b5,HVT-2196,,,https://fortunoff.aviaryplatform.com/r/s46h12vh80
f-f1cab7b5-195,,,,,f1cab7b5,HVT-1306,,,https://fortunoff.aviaryplatform.com/r/zc7rn30j5b
f-f1cab7b5-196,,,,,f1cab7b5,HVT-2212,,,https://fortunoff.aviaryplatform.com/r/fj29882s43
f-bd8788dc-197,,,,,bd8788dc,HVT-1325,,,https://fortunoff.aviaryplatform.com/r/v97zk55t8b
f-bd8788dc-198,,,,,bd8788dc,HVT-2194,,,https://fortunoff.aviaryplatform.com/r/zc7rn30k1c
f-bd8788dc-199,,,,,bd8788dc,HVT-3510,,,https://fortunoff.aviaryplatform.com/r/n58cf9jf6r
f-bd8788dc-200,,,,,bd8788dc,HVT-2190,,,https://fortunoff.aviaryplatform.com/r/j96057d20j
f-bd8788dc-201,,,,,bd8788dc,HVT-2218,,,https://fortunoff.aviaryplatform.com/r/g15t727h89
f-bd8788dc-202,,,,,bd8788dc,HVT-3586,,,https://fortunoff.aviaryplatform.com/r/td9n29ph1p
f-bd8788dc-203,,,,,bd8788dc,HVT-3504,,,https://fortunoff.aviaryplatform.com/r/6d5p843w4n
f-bd8788dc-204,,,,,bd8788dc,HVT-3503,,,https://fortunoff.aviaryplatform.com/r/fx73t9dd4w
f-bd8788dc-205,,,,,bd8788dc,HVT-2200,,,https://fortunoff.aviaryplatform.com/r/862b853k6z
f-bd8788dc-206,,,,,bd8788dc,HVT-2213,,,https://fortunoff.aviaryplatform.com/r/w950g3hc58
f-bd8788dc-207,,,,,bd8788dc,HVT-2215,,,https://fortunoff.aviaryplatform.com/r/0r9m32n66z
f-bd8788dc-208,,,,,bd8788dc,HVT-3590,,,https://fortunoff.aviaryplatform.com/r/5t3fx73z4q
f-bd8788dc-209,,,,,bd8788dc,HVT-3588,,,https://fortunoff.aviaryplatform.com/r/930ns0m00f
f-5ba5658c-210,,,,,5ba5658c,HVT-3581,,,https://fortunoff.aviaryplatform.com/r/ms3jw86v06
f-5ba5658c-211,,,,,5ba5658c,HVT-3712,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xm4c
f-5ba5658c-212,,,,,5ba5658c,HVT-2216,,,https://fortunoff.aviaryplatform.com/r/br8mc8rj50
f-5ba5658c-213,,,,,5ba5658c,HVT-3713,,,https://fortunoff.aviaryplatform.com/r/2f7jq0ss8w
f-5ba5658c-214,,,,,5ba5658c,HVT-3582,,,https://fortunoff.aviaryplatform.com/r/x34mk65k78
f-5ba5658c-215,,,,,5ba5658c,HVT-3754,,,https://fortunoff.aviaryplatform.com/r/t43hx16238
f-5759e9cb-216,,,,,5759e9cb,HVT-2553,,,https://fortunoff.aviaryplatform.com/r/hd7np1wp5p
f-8775daf9-217,,,,,8775daf9,HVT-3809,,,https://fortunoff.aviaryplatform.com/r/h12v40k33s
f-9f2238b7-218,,,,,9f2238b7,HVT-3292,,,https://fortunoff.aviaryplatform.com/r/6d5p843w1q
f-d7e4e53d-219,,,,,d7e4e53d,HVT-0530,,,https://fortunoff.aviaryplatform.com/r/2v2c824c7g
f-d7e4e53d-220,,,,,d7e4e53d,HVT-0224,,,https://fortunoff.aviaryplatform.com/r/zc7rn30h80
f-5591100c-221,,,,,5591100c,HVT-3326,,,https://fortunoff.aviaryplatform.com/r/6h4cn6z111
f-643a2f7c-222,,,,,643a2f7c,HVT-3175,,,https://fortunoff.aviaryplatform.com/r/nc5s756r71
f-5591100c-223,,,,,5591100c,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-5591100c-224,,,,,5591100c,HVT-0445,,,https://fortunoff.aviaryplatform.com/r/fq9q23r29b
f-5591100c-225,,,,,5591100c,HVT-2838,,,https://fortunoff.aviaryplatform.com/r/xp6tx35h3s
f-5591100c-226,,,,,5591100c,HVT-1190,,,https://fortunoff.aviaryplatform.com/r/xp6tx35g6f
f-5591100c-227,,,,,5591100c,HVT-3020,,,https://fortunoff.aviaryplatform.com/r/154dn3zt0q
f-5591100c-228,,,,,5591100c,HVT-2536,,,https://fortunoff.aviaryplatform.com/r/8w3804xn8j
f-5591100c-229,,,,,5591100c,HVT-0201,,,https://fortunoff.aviaryplatform.com/r/542j678w0f
f-5591100c-230,,,,,5591100c,HVT-1356,,,https://fortunoff.aviaryplatform.com/r/639k35md3t
f-5591100c-231,,,,,5591100c,HVT-3737,,,https://fortunoff.aviaryplatform.com/r/dn3zs2kf74
f-5591100c-232,,,,,5591100c,HVT-3415,,,https://fortunoff.aviaryplatform.com/r/4746q1sj4w
f-5591100c-233,,,,,5591100c,HVT-3389,,,https://fortunoff.aviaryplatform.com/r/9c6rx93d8r
f-5591100c-234,,,,,5591100c,HVT-3423,,,https://fortunoff.aviaryplatform.com/r/gf0ms3k606
f-5591100c-235,,,,,5591100c,HVT-3721,,,https://fortunoff.aviaryplatform.com/r/j09w08wk9g
f-5591100c-236,,,,,5591100c,HVT-3716,,,https://fortunoff.aviaryplatform.com/r/dj58c9r90p
f-5591100c-237,,,,,5591100c,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-5591100c-238,,,,,5591100c,HVT-1319,,,https://fortunoff.aviaryplatform.com/r/3b5w66952b
f-5591100c-239,,,,,5591100c,HVT-3020,,,https://fortunoff.aviaryplatform.com/r/154dn3zt0q
f-5591100c-240,,,,,5591100c,HVT-0201,,,https://fortunoff.aviaryplatform.com/r/542j678w0f
f-5591100c-241,,,,,5591100c,HVT-3731,,,https://fortunoff.aviaryplatform.com/r/xp6tx35h71
f-5591100c-242,,,,,5591100c,HVT-0445,,,https://fortunoff.aviaryplatform.com/r/fq9q23r29b
f-5591100c-243,,,,,5591100c,HVT-3739,,,https://fortunoff.aviaryplatform.com/r/kp7tm7253b
f-5591100c-244,,,,,5591100c,HVT-2838,,,https://fortunoff.aviaryplatform.com/r/xp6tx35h3s
f-5591100c-245,,,,,5591100c,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-5591100c-246,,,,,5591100c,HVT-0240,,,https://fortunoff.aviaryplatform.com/r/k649p2wc6p
f-5591100c-247,,,,,5591100c,HVT-3721,,,https://fortunoff.aviaryplatform.com/r/j09w08wk9g
f-5591100c-248,,,,,5591100c,HVT-3415,,,https://fortunoff.aviaryplatform.com/r/4746q1sj4w
f-5591100c-249,,,,,5591100c,HVT-3163,,,https://fortunoff.aviaryplatform.com/r/nc5s756r6q
f-5591100c-250,,,,,5591100c,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-5591100c-251,,,,,5591100c,HVT-0945,,,https://fortunoff.aviaryplatform.com/r/639k35md2h
f-5591100c-252,,,,,5591100c,HVT-1190,,,https://fortunoff.aviaryplatform.com/r/xp6tx35g6f
f-5591100c-253,,,,,5591100c,HVT-2536,,,https://fortunoff.aviaryplatform.com/r/8w3804xn8j
f-5591100c-254,,,,,5591100c,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-5591100c-255,,,,,5591100c,HVT-1356,,,https://fortunoff.aviaryplatform.com/r/639k35md3t
f-f6e6969b-256,,,,,f6e6969b,HVT-0058,,,https://fortunoff.aviaryplatform.com/r/cz3222rb4z
f-536c2c2d-257,,,,,536c2c2d,HVT-0076,,,https://fortunoff.aviaryplatform.com/r/b853f4kr8j
f-536c2c2d-258,,,,,536c2c2d,HVT-3170,,,https://fortunoff.aviaryplatform.com/r/m901z4234k
f-c5170197-259,,,,,c5170197,HVT-2697,,,https://fortunoff.aviaryplatform.com/r/p55db7vz5p
f-c5170197-260,,,,,c5170197,HVT-2457,,,https://fortunoff.aviaryplatform.com/r/2v2c824d54
f-9c495624-261,,,,,9c495624,HVT-0403,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc4m
f-9c495624-262,,,,,9c495624,HVT-3042,,,https://fortunoff.aviaryplatform.com/r/sx6445hr1j
f-bdf620f7-266,,,,,bdf620f7,HVT-0097,,,https://fortunoff.aviaryplatform.com/r/qv3bz61h54
f-d9ac974b-267,,,,,d9ac974b,HVT-0862,,,https://fortunoff.aviaryplatform.com/r/xs5j960m6v
f-174a10c9-268,,,,,174a10c9,HVT-0107,,,https://fortunoff.aviaryplatform.com/r/c53dz03438
f-174a10c9-269,,,,,174a10c9,HVT-0295,,,https://fortunoff.aviaryplatform.com/r/jd4pk07553
f-174a10c9-270,,,,,174a10c9,HVT-0139,,,https://fortunoff.aviaryplatform.com/r/h12v40k18s
f-174a10c9-271,,,,,174a10c9,HVT-0880,,,https://fortunoff.aviaryplatform.com/r/nc5s756q82
f-174a10c9-272,,,,,174a10c9,HVT-1219,,,https://fortunoff.aviaryplatform.com/r/4746q1sh7j
f-174a10c9-273,,,,,174a10c9,HVT-0754,,,https://fortunoff.aviaryplatform.com/r/ns0ks6jb4n
f-174a10c9-274,,,,,174a10c9,HVT-0131,,,https://fortunoff.aviaryplatform.com/r/p55db7vx71
f-174a10c9-275,,,,,174a10c9,HVT-2337,,,https://fortunoff.aviaryplatform.com/r/6688g8fk1r
f-174a10c9-276,,,,,174a10c9,HVT-2804,,,https://fortunoff.aviaryplatform.com/r/qb9v11vs25
f-d3810a6d-277,,,,,d3810a6d,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-d3810a6d-278,,,,,d3810a6d,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-d3810a6d-279,,,,,d3810a6d,HVT-0251,,,https://fortunoff.aviaryplatform.com/r/1r6n00zq2z
f-d3810a6d-280,,,,,d3810a6d,HVT-0777,,,https://fortunoff.aviaryplatform.com/r/v69862bp29
f-d3810a6d-281,,,,,d3810a6d,HVT-1477,,,https://fortunoff.aviaryplatform.com/r/348gf0mv7s
f-d3810a6d-282,,,,,d3810a6d,HVT-1624,,,https://fortunoff.aviaryplatform.com/r/kp7tm7249x
f-429a8872-283,,,,,429a8872,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-429a8872-284,,,,,429a8872,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-429a8872-285,,,,,429a8872,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-429a8872-286,,,,,429a8872,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-429a8872-287,,,,,429a8872,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-429a8872-288,,,,,429a8872,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-429a8872-289,,,,,429a8872,HVT-0082,,,https://fortunoff.aviaryplatform.com/r/v97zk55t5d
f-429a8872-290,,,,,429a8872,HVT-0206,,,https://fortunoff.aviaryplatform.com/r/kw57d2qf47
f-429a8872-291,,,,,429a8872,HVT-0036,,,https://fortunoff.aviaryplatform.com/r/1n7xk84j87
f-429a8872-292,,,,,429a8872,HVT-0970,,,https://fortunoff.aviaryplatform.com/r/4m91834424
f-429a8872-293,,,,,429a8872,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-429a8872-294,,,,,429a8872,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-429a8872-295,,,,,429a8872,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-429a8872-296,,,,,429a8872,HVT-0082,,,https://fortunoff.aviaryplatform.com/r/v97zk55t5d
f-e77c7e8b-297,,,,,e77c7e8b,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-2a3801e5-298,,,,,2a3801e5,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-cd2df853-299,,,,,cd2df853,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-1a9c9533-300,,,,,1a9c9533,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-d8989ca7-301,,,,,d8989ca7,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-d8989ca7-302,,,,,d8989ca7,HVT-0220,,,https://fortunoff.aviaryplatform.com/r/ng4gm81v8b
f-d8989ca7-303,,,,,d8989ca7,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-ee4d2210-304,,,,,ee4d2210,HVT-0753,,,https://fortunoff.aviaryplatform.com/r/p843r0q36m
f-65ad813d-305,,,,,65ad813d,HVT-0094,,,https://fortunoff.aviaryplatform.com/r/vd6nz80z8m
f-7db5a573-306,,,,,7db5a573,HVT-0091,,,https://fortunoff.aviaryplatform.com/r/3t9d50fw6c
f-7db5a573-307,,,,,7db5a573,HVT-0442,,,https://fortunoff.aviaryplatform.com/r/v40js9hh9q
f-7db5a573-308,,,,,7db5a573,HVT-0955,,,https://fortunoff.aviaryplatform.com/r/jd4pk0756d
f-7db5a573-309,,,,,7db5a573,HVT-1682,,,https://fortunoff.aviaryplatform.com/r/x639z90q7j
f-7db5a573-310,,,,,7db5a573,HVT-1683,,,https://fortunoff.aviaryplatform.com/r/804xg9f909
f-7db5a573-311,,,,,7db5a573,HVT-1884,,,https://fortunoff.aviaryplatform.com/r/qr4nk36c93
f-fb2b3b8d-312,,,,,fb2b3b8d,HVT-0091,,,https://fortunoff.aviaryplatform.com/r/3t9d50fw6c
f-fb2b3b8d-313,,,,,fb2b3b8d,HVT-0442,,,https://fortunoff.aviaryplatform.com/r/v40js9hh9q
f-fb2b3b8d-314,,,,,fb2b3b8d,HVT-0955,,,https://fortunoff.aviaryplatform.com/r/jd4pk0756d
f-fb2b3b8d-315,,,,,fb2b3b8d,HVT-1682,,,https://fortunoff.aviaryplatform.com/r/x639z90q7j
f-fb2b3b8d-316,,,,,fb2b3b8d,HVT-1683,,,https://fortunoff.aviaryplatform.com/r/804xg9f909
f-fb2b3b8d-317,,,,,fb2b3b8d,HVT-1884,,,https://fortunoff.aviaryplatform.com/r/qr4nk36c93
f-91300663-318,,,,,91300663,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-30968726-319,,,,,30968726,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-deb53257-320,,,,,deb53257,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-deb53257-321,,,,,deb53257,HVT-4017,,,https://fortunoff.aviaryplatform.com/r/sx6445hr35
f-deb53257-322,,,,,deb53257,HVT-0201,,,https://fortunoff.aviaryplatform.com/r/542j678w0f
f-deb53257-323,,,,,deb53257,HVT-3391,,,https://fortunoff.aviaryplatform.com/r/833mw28f57
f-deb53257-324,,,,,deb53257,HVT-3716,,,https://fortunoff.aviaryplatform.com/r/dj58c9r90p
f-deb53257-325,,,,,deb53257,HVT-1088,,,https://fortunoff.aviaryplatform.com/r/xg9f47h587
f-deb53257-326,,,,,deb53257,HVT-0034,,,https://fortunoff.aviaryplatform.com/r/dj58c9r78m
f-deb53257-327,,,,,deb53257,HVT-4017,,,https://fortunoff.aviaryplatform.com/r/sx6445hr35
f-deb53257-328,,,,,deb53257,HVT-0201,,,https://fortunoff.aviaryplatform.com/r/542j678w0f
f-deb53257-329,,,,,deb53257,HVT-3391,,,https://fortunoff.aviaryplatform.com/r/833mw28f57
f-deb53257-330,,,,,deb53257,HVT-3716,,,https://fortunoff.aviaryplatform.com/r/dj58c9r90p
f-deb53257-331,,,,,deb53257,HVT-1088,,,https://fortunoff.aviaryplatform.com/r/xg9f47h587
f-be400af4-332,,,,,be400af4,HVT-3159,,,https://fortunoff.aviaryplatform.com/r/5x2599z434
f-be400af4-333,,,,,be400af4,HVT-2316,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g40s
f-be400af4-334,,,,,be400af4,HVT-3184,,,https://fortunoff.aviaryplatform.com/r/dv1cj87r2j
f-be400af4-335,,,,,be400af4,HVT-3358,,,https://fortunoff.aviaryplatform.com/r/s756d5pp6x
f-be400af4-336,,,,,be400af4,HVT-1088,,,https://fortunoff.aviaryplatform.com/r/xg9f47h587
f-be400af4-337,,,,,be400af4,HVT-1477,,,https://fortunoff.aviaryplatform.com/r/348gf0mv7s
f-be400af4-338,,,,,be400af4,HVT-1792,,,https://fortunoff.aviaryplatform.com/r/sf2m61bz0r
f-be400af4-339,,,,,be400af4,HVT-1874,,,https://fortunoff.aviaryplatform.com/r/222r49g56m
f-be400af4-340,,,,,be400af4,HVT-0972,,,https://fortunoff.aviaryplatform.com/r/nv9959cg6n
f-be400af4-341,,,,,be400af4,HVT-3500,,,https://fortunoff.aviaryplatform.com/r/zc7rn30k49
f-be400af4-342,,,,,be400af4,HVT-3250,,,https://fortunoff.aviaryplatform.com/r/j38kd1qq77
f-be400af4-343,,,,,be400af4,HVT-0240,,,https://fortunoff.aviaryplatform.com/r/k649p2wc6p
f-be400af4-344,,,,,be400af4,HVT-3173,,,https://fortunoff.aviaryplatform.com/r/ff3kw57n97
f-be400af4-345,,,,,be400af4,HVT-3284,,,https://fortunoff.aviaryplatform.com/r/gt5fb4ws1x
f-be400af4-346,,,,,be400af4,HVT-2954,,,https://fortunoff.aviaryplatform.com/r/wm13n20t18
f-4bee231a-347,,,,,4bee231a,HVT-3611,,,https://fortunoff.aviaryplatform.com/r/mw2891212v
f-2e0c92f5-348,,,,,2e0c92f5,HVT-1312,,,https://fortunoff.aviaryplatform.com/r/8c9r20rw70
f-2e0c92f5-349,,,,,2e0c92f5,HVT-1311,,,
f-2e0c92f5-350,,,,,2e0c92f5,HVT-1151,,,https://fortunoff.aviaryplatform.com/r/zc7rn30j3q
f-2e0c92f5-351,,,,,2e0c92f5,HVT-1313,,,https://fortunoff.aviaryplatform.com/r/9c6rx93d36
f-2e0c92f5-352,,,,,2e0c92f5,HVT-1314,,,
f-2e0c92f5-353,,,,,2e0c92f5,HVT-1309,,,https://fortunoff.aviaryplatform.com/r/2804x54g6j
f-2e0c92f5-354,,,,,2e0c92f5,HVT-1310,,,https://fortunoff.aviaryplatform.com/r/tt4fn11307
f-2e0c92f5-355,,,,,2e0c92f5,HVT-1155,,,https://fortunoff.aviaryplatform.com/r/h707w67b9x
f-2e0c92f5-356,,,,,2e0c92f5,HVT-1150,,,https://fortunoff.aviaryplatform.com/r/dv1cj87q3k
f-2e0c92f5-357,,,,,2e0c92f5,HVT-1157,,,https://fortunoff.aviaryplatform.com/r/n00zp3w45h
f-d6cf11a1-358,,,,,d6cf11a1,HVT-1152,,,https://fortunoff.aviaryplatform.com/r/pk06w96j5f
f-57c48f4f-359,,,,,57c48f4f,HVT-0119,,,https://fortunoff.aviaryplatform.com/r/x05x63bd4s
f-57c48f4f-360,,,,,57c48f4f,HVT-0227,,,https://fortunoff.aviaryplatform.com/r/j09w08wj96
f-57c48f4f-361,,,,,57c48f4f,HVT-1764,,,https://fortunoff.aviaryplatform.com/r/vx05x25r12
f-57c48f4f-362,,,,,57c48f4f,HVT-4044,,,https://fortunoff.aviaryplatform.com/r/q23qv3cb21
f-57c48f4f-363,,,,,57c48f4f,HVT-0353,,,https://fortunoff.aviaryplatform.com/r/vq2s46hf3r
f-57c48f4f-364,,,,,57c48f4f,HVT-3415,,,https://fortunoff.aviaryplatform.com/r/4746q1sj4w
f-57c48f4f-365,,,,,57c48f4f,HVT-2622,,,https://fortunoff.aviaryplatform.com/r/tm71v5bs6w
f-57c48f4f-366,,,,,57c48f4f,HVT-2442,,,https://fortunoff.aviaryplatform.com/r/cr5n87325p
f-57c48f4f-367,,,,,57c48f4f,HVT-3723,,,https://fortunoff.aviaryplatform.com/r/m03xs5jn3p
f-57c48f4f-368,,,,,57c48f4f,HVT-2331,,,https://fortunoff.aviaryplatform.com/r/pg1hh6cd83
f-57c48f4f-369,,,,,57c48f4f,HVT-4392,,,https://fortunoff.aviaryplatform.com/r/gt5fb4ws83
f-57c48f4f-370,,,,,57c48f4f,HVT-4441,,,https://fortunoff.aviaryplatform.com/r/5h7br8mj4r
f-57c48f4f-371,,,,,57c48f4f,HVT-3739,,,https://fortunoff.aviaryplatform.com/r/kp7tm7253b
f-85f2c076-372,,,,,85f2c076,HVT-4100,,,https://fortunoff.aviaryplatform.com/r/8911n7xr50
f-85f2c076-373,,,,,85f2c076,HVT-0695,,,https://fortunoff.aviaryplatform.com/r/gt5fb4wr2z
f-85f2c076-374,,,,,85f2c076,HVT-0693,,,https://fortunoff.aviaryplatform.com/r/v40js9hj2t
f-3cc8d109-375,,,,,3cc8d109,HVT-0139,,,https://fortunoff.aviaryplatform.com/r/h12v40k18s
f-3cc8d109-376,,,,,3cc8d109,HVT-0108,,,https://fortunoff.aviaryplatform.com/r/086348gf2h
f-d56ab6dd-377,,,,,d56ab6dd,HVT-0086,,,https://fortunoff.aviaryplatform.com/r/3775t3g02r
f-d56ab6dd-378,,,,,d56ab6dd,HVT-0087,,,https://fortunoff.aviaryplatform.com/r/pk06w96j2h
f-d56ab6dd-379,,,,,d56ab6dd,HVT-0098,,,https://fortunoff.aviaryplatform.com/r/sb3ws8hs46
f-d56ab6dd-380,,,,,d56ab6dd,HVT-0121,,,https://fortunoff.aviaryplatform.com/r/3n20c4sk82
f-d56ab6dd-381,,,,,d56ab6dd,HVT-0152,,,https://fortunoff.aviaryplatform.com/r/bc3st7dx0h
f-d56ab6dd-382,,,,,d56ab6dd,HVT-0186,,,https://fortunoff.aviaryplatform.com/r/tq5r785x1n
f-d56ab6dd-383,,,,,d56ab6dd,HVT-0189,,,https://fortunoff.aviaryplatform.com/r/tq5r785x2z
f-d56ab6dd-384,,,,,d56ab6dd,HVT-0403,,,https://fortunoff.aviaryplatform.com/r/fx73t9dc4m
f-d56ab6dd-385,,,,,d56ab6dd,HVT-0429,,,https://fortunoff.aviaryplatform.com/r/4t6f18sd72
f-d56ab6dd-386,,,,,d56ab6dd,HVT-0430,,,https://fortunoff.aviaryplatform.com/r/9z9086398g
f-d56ab6dd-387,,,,,d56ab6dd,HVT-0433,,,https://fortunoff.aviaryplatform.com/r/5d8nc5sb0p
f-d56ab6dd-388,,,,,d56ab6dd,HVT-0445,,,https://fortunoff.aviaryplatform.com/r/fq9q23r29b
f-d56ab6dd-389,,,,,d56ab6dd,HVT-0463,,,https://fortunoff.aviaryplatform.com/r/9g5gb1xj7r
f-d56ab6dd-390,,,,,d56ab6dd,HVT-0521,,,https://fortunoff.aviaryplatform.com/r/k93125qj1t
f-d56ab6dd-391,,,,,d56ab6dd,HVT-0588,,,https://fortunoff.aviaryplatform.com/r/np1wd3q56q
f-d56ab6dd-392,,,,,d56ab6dd,HVT-0688,,,https://fortunoff.aviaryplatform.com/r/zp3vt1h05m
f-d56ab6dd-393,,,,,d56ab6dd,HVT-0737,,,https://fortunoff.aviaryplatform.com/r/tb0xp6v98x
f-d56ab6dd-394,,,,,d56ab6dd,HVT-0801,,,https://fortunoff.aviaryplatform.com/r/d50ft8dn4q
f-d56ab6dd-395,,,,,d56ab6dd,HVT-0890,,,https://fortunoff.aviaryplatform.com/r/zc7rn30h99
f-d56ab6dd-396,,,,,d56ab6dd,HVT-0945,,,https://fortunoff.aviaryplatform.com/r/639k35md2h
f-d56ab6dd-397,,,,,d56ab6dd,HVT-0947,,,https://fortunoff.aviaryplatform.com/r/9882j6882q
f-d56ab6dd-398,,,,,d56ab6dd,HVT-1047,,,https://fortunoff.aviaryplatform.com/r/z60bv7b715
f-d56ab6dd-399,,,,,d56ab6dd,HVT-1078,,,https://fortunoff.aviaryplatform.com/r/1z41r6n13b
f-d56ab6dd-400,,,,,d56ab6dd,HVT-1095,,,https://fortunoff.aviaryplatform.com/r/dv1cj87q28
f-d56ab6dd-401,,,,,d56ab6dd,HVT-1118,,,https://fortunoff.aviaryplatform.com/r/8c9r20rw5c
f-d56ab6dd-402,,,,,d56ab6dd,HVT-1142,,,https://fortunoff.aviaryplatform.com/r/vm42r3p93f
f-d56ab6dd-403,,,,,d56ab6dd,HVT-1230,,,https://fortunoff.aviaryplatform.com/r/6w96688m5w
f-d56ab6dd-404,,,,,d56ab6dd,HVT-1246,,,https://fortunoff.aviaryplatform.com/r/cf9j38km0n
f-d56ab6dd-405,,,,,d56ab6dd,HVT-1250,,,https://fortunoff.aviaryplatform.com/r/2n4zg6g34r
f-d56ab6dd-406,,,,,d56ab6dd,HVT-1287,,,https://fortunoff.aviaryplatform.com/r/5x2599z345
f-d56ab6dd-407,,,,,d56ab6dd,HVT-1327,,,https://fortunoff.aviaryplatform.com/r/gx44q7qx16
f-d56ab6dd-408,,,,,d56ab6dd,HVT-1336,,,https://fortunoff.aviaryplatform.com/r/mk6542jj0g
f-d56ab6dd-409,,,,,d56ab6dd,HVT-1381,,,https://fortunoff.aviaryplatform.com/r/rb6vx0689m
f-d56ab6dd-410,,,,,d56ab6dd,HVT-1430,,,https://fortunoff.aviaryplatform.com/r/mg7fq9qc4x
f-d56ab6dd-411,,,,,d56ab6dd,HVT-1447,,,https://fortunoff.aviaryplatform.com/r/xp6tx35g82
f-d56ab6dd-412,,,,,d56ab6dd,HVT-1516,,,https://fortunoff.aviaryplatform.com/r/wm13n20t0z
f-d56ab6dd-413,,,,,d56ab6dd,HVT-1546,,,https://fortunoff.aviaryplatform.com/r/h41jh3d671
f-d56ab6dd-414,,,,,d56ab6dd,HVT-1595,,,https://fortunoff.aviaryplatform.com/r/z60bv7b73s
f-d56ab6dd-415,,,,,d56ab6dd,HVT-1678,,,https://fortunoff.aviaryplatform.com/r/4f1mg7ft7d
f-d56ab6dd-416,,,,,d56ab6dd,HVT-1696,,,https://fortunoff.aviaryplatform.com/r/w950g3hc11
f-d56ab6dd-417,,,,,d56ab6dd,HVT-1703,,,https://fortunoff.aviaryplatform.com/r/3j3901zf7g
f-d56ab6dd-418,,,,,d56ab6dd,HVT-1737,,,https://fortunoff.aviaryplatform.com/r/hm52f7k066
f-d56ab6dd-419,,,,,d56ab6dd,HVT-1786,,,https://fortunoff.aviaryplatform.com/r/0k2696zx06
f-d56ab6dd-420,,,,,d56ab6dd,HVT-1822,,,https://fortunoff.aviaryplatform.com/r/ns0ks6jb96
f-d56ab6dd-421,,,,,d56ab6dd,HVT-1831,,,https://fortunoff.aviaryplatform.com/r/xp6tx35h0v
f-d56ab6dd-422,,,,,d56ab6dd,HVT-1832,,,https://fortunoff.aviaryplatform.com/r/qn5z60c71b
f-d56ab6dd-423,,,,,d56ab6dd,HVT-1842,,,https://fortunoff.aviaryplatform.com/r/jw86h4cz3q
f-d56ab6dd-424,,,,,d56ab6dd,HVT-1874,,,https://fortunoff.aviaryplatform.com/r/222r49g56m
f-d56ab6dd-425,,,,,d56ab6dd,HVT-1876,,,https://fortunoff.aviaryplatform.com/r/m32n58cr8c
f-d56ab6dd-426,,,,,d56ab6dd,HVT-1928,,,https://fortunoff.aviaryplatform.com/r/jq0sq8qn59
f-d56ab6dd-427,,,,,d56ab6dd,HVT-1947,,,https://fortunoff.aviaryplatform.com/r/4b2x34mp5h
f-d56ab6dd-428,,,,,d56ab6dd,HVT-2016,,,https://fortunoff.aviaryplatform.com/r/dr2p55dk5x
f-d56ab6dd-429,,,,,d56ab6dd,HVT-2077,,,https://fortunoff.aviaryplatform.com/r/fb4wh2dg8c
f-d56ab6dd-430,,,,,d56ab6dd,HVT-2236,,,https://fortunoff.aviaryplatform.com/r/dz02z12w09
f-d56ab6dd-431,,,,,d56ab6dd,HVT-2303,,,https://fortunoff.aviaryplatform.com/r/hh6c24qt53
